Cruise,Station,gear_tow,Fish_num,FishFamily,FishSpecies,ID_confirmation,GeneticID,Flash_frozen,DissectionDate_MMDDYYYY,Photo_ID,SL_mm,FL_mm,TL_mm,Wt_g,TGW_g,EGW_g,Gut_MB,Gut_V.ID,SIA,FishBarcoding,Prey_Num,Spp_LowestTaxon,Obs_Length,Magnification,Actual_Length_mm,TotalNumPrey,TotalPrey_gut,Gut MorphID_date_MMDDYYYY,Swim_Bladder,Gonads,Gonad_wt(g),Sex,Gonad_preservative,Head,Comments,Comments_postDissection,Gut_comments,Prey_Comments
HB1907,2,MWT1,2,Myctophidae,Diaphus perspicillatus,Yes - visually PEC,NA,N,8/19/2019,7500,47,49,60,1.885,0.1244,NA,N,Y,Y,Y,NA,AmphipodDigested,NA,NA,NA,2,7,06/22/2020,DA,N,NA,?,NA,Y,NA,NA,NA,NA
HB1907,2,MWT1,2,Myctophidae,Diaphus perspicillatus,Yes - visually PEC,NA,N,8/19/2019,7500,47,49,60,1.885,0.1244,NA,N,Y,Y,Y,NA,CopepodDigested,NA,NA,NA,5,7,06/22/2020,DA,N,NA,?,NA,Y,NA,NA,NA,NA
HB1907,2,MWT1,3,Myctophidae,Diaphus perspicillatus,Yes - visually PEC,NA,N,8/19/2019,7501,40,41,51,1.1188,0.0909,NA,N,Y,Y,Y,NA,Candacia,NA,NA,NA,2,4,07/20/2020,DA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,2,MWT1,3,Myctophidae,Diaphus perspicillatus,Yes - visually PEC,NA,N,8/19/2019,7501,40,41,51,1.1188,0.0909,NA,N,Y,Y,Y,NA,Calanoid,NA,NA,NA,1,4,07/20/2020,DA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,2,MWT1,3,Myctophidae,Diaphus perspicillatus,Yes - visually PEC,NA,N,8/19/2019,7501,40,41,51,1.1188,0.0909,NA,N,Y,Y,Y,NA,Hyperiidea,NA,NA,NA,1,4,07/20/2020,DA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,2,MWT1,6,Myctophidae,Diaphus perspicillatus,Yes - visually PEC,NA,N,8/19/2019,7503,40,41,57,1.6656,0.0643,NA,N,Y,Y,Y,NA,Chaetognatha,NA,NA,NA,1,2,06/22/2020,DA,N,NA,?,NA,Y,"Maybe small amount of gonads found but not saved. Could be fat. Three parasites near gonad could be flat worms, iphone photo taken through scope.",NA,"gut very small, black",NA
HB1907,2,MWT1,6,Myctophidae,Diaphus perspicillatus,Yes - visually PEC,NA,N,8/19/2019,7503,40,41,57,1.6656,0.0643,NA,N,Y,Y,Y,NA,Euphausid,NA,NA,NA,1,2,06/22/2020,DA,N,NA,?,NA,Y,"Maybe small amount of gonads found but not saved. Could be fat. Three parasites near gonad could be flat worms, iphone photo taken through scope.",NA,"gut very small, black",NA
HB1907,2,MWT1,9,Myctophidae,Diaphus perspicillatus,Yes - DNA,Diaphus perspicillatus,N,8/19/2019,7508,36,37,43,0.9083,0.0664,NA,N,Y,Y,Y,NA,UnknownSoft,NA,NA,NA,1,4,06/23/2020,?,N,NA,?,NA,Y,NA,NA,NA,NA
HB1907,2,MWT1,9,Myctophidae,Diaphus perspicillatus,Yes - DNA,Diaphus perspicillatus,N,8/19/2019,7508,36,37,43,0.9083,0.0664,NA,N,Y,Y,Y,NA,Candacia,NA,NA,NA,1,4,06/23/2020,?,N,NA,?,NA,Y,NA,NA,NA,NA
HB1907,2,MWT1,9,Myctophidae,Diaphus perspicillatus,Yes - DNA,Diaphus perspicillatus,N,8/19/2019,7508,36,37,43,0.9083,0.0664,NA,N,Y,Y,Y,NA,Copepod,NA,NA,NA,1,4,06/23/2020,?,N,NA,?,NA,Y,NA,NA,NA,NA
HB1907,2,MWT1,9,Myctophidae,Diaphus perspicillatus,Yes - DNA,Diaphus perspicillatus,N,8/19/2019,7508,36,37,43,0.9083,0.0664,NA,N,Y,Y,Y,NA,AmphipodDigested,NA,NA,NA,1,4,06/23/2020,?,N,NA,?,NA,Y,NA,NA,NA,NA
HB1907,2,MWT1,10,Myctophidae,Diaphus perspicillatus,Yes - visually PEC,NA,N,8/19/2019,7509,42,NA,54,1.2008,0.0656,NA,N,Y,Y,Y,NA,CopepodDigested,NA,NA,NA,1,1,06/23/2020,?,N,NA,?,NA,Y,"Maybe small gonads found, but not saved, could be fat or very immature.",NA,small black gut,NA
HB1907,2,MWT1,11,Bathylagidae,Dolicholagus longirostris,Yes - DNA,Dolicholagus longirostris,N,8/19/2019,7510-11,64,NA,73,1.2945,0.1023,NA,N,Y,Y,Y,NA,AmphipodDigested,NA,NA,NA,2,2,06/22/2020,N,Y,0.0017,M?,F-W-E,Y,"From bag 26. Gonad speckled, doesn't really look like eggs. Gut damaged and leaking contents before dissection.",NA,"gut long and black, looks like white  speckled gonad strip along gut, black part of gut empty",NA
HB1907,2,MWT1,13,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,8/20/2019,7513,54,NA,67,1.5861,0.0878,NA,N,Y,Y,Y,NA,UnknownSoft,NA,NA,NA,1,3,07/20/2020,DA,N,NA,?,NA,Y,Very long caudal fin rays. Others likely slightly broken off near end. Possibly very small gonads but not saved.,NA,gut black,NA
HB1907,2,MWT1,13,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,8/20/2019,7513,54,NA,67,1.5861,0.0878,NA,N,Y,Y,Y,NA,Hyperiidea,NA,NA,NA,1,3,07/20/2020,DA,N,NA,?,NA,Y,Very long caudal fin rays. Others likely slightly broken off near end. Possibly very small gonads but not saved.,NA,gut black,NA
HB1907,2,MWT1,13,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,8/20/2019,7513,54,NA,67,1.5861,0.0878,NA,N,Y,Y,Y,NA,Calanoid,NA,NA,NA,1,3,07/20/2020,DA,N,NA,?,NA,Y,Very long caudal fin rays. Others likely slightly broken off near end. Possibly very small gonads but not saved.,NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,8/20/2019,7514,60,NA,74,3.2349,0.2104,NA,N,Y,Y,Y,NA,Cavolinioidea,NA,NA,NA,1,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,8/20/2019,7514,60,NA,74,3.2349,0.2104,NA,N,Y,Y,Y,NA,UnknownSoft,NA,NA,NA,9,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,8/20/2019,7514,60,NA,74,3.2349,0.2104,NA,N,Y,Y,Y,NA,Pleuromamma,NA,NA,NA,1,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,14,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,8/20/2019,7514,60,NA,74,3.2349,0.2104,NA,N,Y,Y,Y,NA,Hyperiidea,NA,NA,NA,NA,12,07/19/2020,IA,Y,0.1025,F,F-W-E,Y,"Gonads large, swim baldder very small only visible under scope.",NA,gut black,NA
HB1907,2,MWT1,15,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,8/20/2019,7515,46,NA,58,1.4774,0.1043,NA,N,Y,Y,Y,NA,Appendicularian,NA,NA,NA,3,6,06/22/2020,DA,Y,0.0018,Im F,F-W-E,Y,"Gonad saved but very small, maybe female.",NA,"foregut black, hindgtu white/clear; gen fish ID might be updated later",NA
HB1907,2,MWT1,15,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,8/20/2019,7515,46,NA,58,1.4774,0.1043,NA,N,Y,Y,Y,NA,Calanoid,NA,NA,NA,1,6,06/22/2020,DA,Y,0.0018,Im F,F-W-E,Y,"Gonad saved but very small, maybe female.",NA,"foregut black, hindgtu white/clear; gen fish ID might be updated later",NA
HB1907,2,MWT1,15,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,8/20/2019,7515,46,NA,58,1.4774,0.1043,NA,N,Y,Y,Y,NA,Mysis,NA,NA,NA,2,6,06/22/2020,DA,Y,0.0018,Im F,F-W-E,Y,"Gonad saved but very small, maybe female.",NA,"foregut black, hindgtu white/clear; gen fish ID might be updated later",NA
HB1907,2,MWT1,18,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,8/20/2019,7520-21,45,50,58,1.4001,0.0787,NA,N,Y,Y,Y,NA,Appendicularian,NA,NA,NA,1,4,07/20/2020,DA,N,NA,Im  ,NA,Y,"Some of the fish have white mark on dorsal side of tail, others like this one don't. (male vs female?).",NA,gut black,NA
HB1907,2,MWT1,18,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,8/20/2019,7520-21,45,50,58,1.4001,0.0787,NA,N,Y,Y,Y,NA,Pteropod,NA,NA,NA,1,4,07/20/2020,DA,N,NA,Im  ,NA,Y,"Some of the fish have white mark on dorsal side of tail, others like this one don't. (male vs female?).",NA,gut black,NA
HB1907,2,MWT1,18,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,8/20/2019,7520-21,45,50,58,1.4001,0.0787,NA,N,Y,Y,Y,NA,UnknownSoft,NA,NA,NA,1,4,07/20/2020,DA,N,NA,Im  ,NA,Y,"Some of the fish have white mark on dorsal side of tail, others like this one don't. (male vs female?).",NA,gut black,NA
HB1907,2,MWT1,18,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,8/20/2019,7520-21,45,50,58,1.4001,0.0787,NA,N,Y,Y,Y,NA,Euphausidacea,NA,NA,NA,1,4,07/20/2020,DA,N,NA,Im  ,NA,Y,"Some of the fish have white mark on dorsal side of tail, others like this one don't. (male vs female?).",NA,gut black,NA
HB1907,2,MWT1,20,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,8/20/2019,7523,46,NA,57,1.462,0.1107,NA,N,Y,Y,Y,NA,Appendicularian,NA,NA,NA,2,5,06/24/2020,N,Y,0.002,F,F-W-E,Y,No swim bladder visible.,NA,NA,NA
HB1907,2,MWT1,20,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,8/20/2019,7523,46,NA,57,1.462,0.1107,NA,N,Y,Y,Y,NA,UnknownSoft,NA,NA,NA,2,5,06/24/2020,N,Y,0.002,F,F-W-E,Y,No swim bladder visible.,NA,NA,NA
HB1907,2,MWT1,20,Myctophidae,Ceratoscopelus sp.,To genus Yes - visually PEC,NA,N,8/20/2019,7523,46,NA,57,1.462,0.1107,NA,N,Y,Y,Y,NA,Hyperiidea,NA,NA,NA,1,5,06/24/2020,N,Y,0.002,F,F-W-E,Y,No swim bladder visible.,NA,NA,NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,8/21/2019,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,NA,Calanoid,NA,NA,NA,3,14,07/15/2020,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,8/21/2019,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,NA,Candacia,NA,NA,NA,1,14,07/15/2020,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,8/21/2019,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,NA,Pleuromamma,NA,NA,NA,NA,14,07/15/2020,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,8/21/2019,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,NA,Euphausidacea,NA,NA,NA,2,14,07/15/2020,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,8/21/2019,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,NA,CrabMegalopa,NA,NA,NA,NA,14,07/15/2020,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,8/21/2019,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,NA,CopepodDigested,NA,NA,NA,1,14,07/15/2020,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,24,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,8/21/2019,7527,58,NA,71,4.0743,0.3498,NA,N,Y,Y,Y,NA,Hyperiidea,NA,NA,NA,1,14,07/15/2020,DA,Y,0.0104,?,F-W-E,Y,"These may actually be Hygophum, very small gonads, given size of fish (already spent?). Saved gonads. Bag 25.",NA,"but black, one speckled worm parasite, megalopa are probably graspoid or porturiid crabs",NA
HB1907,2,MWT1,26,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,8/21/2019,7530,48,NA,61,2.0262,0.1004,NA,N,Y,Y,Y,NA,Candacia,NA,NA,NA,1,2,07/15/2020,DA,Y,0.0052,Im?,F-W-E,Y,See hard copy for notes on gonads,NA,"gut black, almost empty, highly digested",NA
HB1907,2,MWT1,26,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,8/21/2019,7530,48,NA,61,2.0262,0.1004,NA,N,Y,Y,Y,NA,CopepodDigested,NA,NA,NA,1,2,07/15/2020,DA,Y,0.0052,Im?,F-W-E,Y,See hard copy for notes on gonads,NA,"gut black, almost empty, highly digested",NA
HB1907,2,MWT1,28,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,8/21/2019,7532,46,NA,56,1.9401,0.0789,NA,N,Y,Y,Y,NA,Candacia,NA,NA,NA,2,2,07/15/2020,DA,Y,0.0042,Im?,F-W-E,Y,NA,NA,gut black,NA
HB1907,2,MWT1,30,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,8/26/2019,7534,50,NA,63,2.246,0.1135,NA,N,Y,Y,Y,NA,Candacia,NA,NA,NA,3,3,07/13/2020,DA,Y,0.0069,?,F-W-E,Y,See hard copy for notes on gonads,NA,"gut black, prey highly digested, cephalosomes counted",NA
HB1907,2,MWT1,32,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,8/26/2019,7536,49,NA,60,2.598,0.1276,NA,N,Y,Y,Y,NA,Calanoid,NA,NA,NA,3,13,07/13/2020,DA,N,NA,?,NA,Y,NA,NA,Gut black,NA
HB1907,2,MWT1,32,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,8/26/2019,7536,49,NA,60,2.598,0.1276,NA,N,Y,Y,Y,NA,Candacia,NA,NA,NA,2,13,07/13/2020,DA,N,NA,?,NA,Y,NA,NA,Gut black,NA
HB1907,2,MWT1,32,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,8/26/2019,7536,49,NA,60,2.598,0.1276,NA,N,Y,Y,Y,NA,Sapphirina,NA,NA,NA,1,13,07/13/2020,DA,N,NA,?,NA,Y,NA,NA,Gut black,NA
HB1907,2,MWT1,32,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,N,8/26/2019,7536,49,NA,60,2.598,0.1276,NA,N,Y,Y,Y,NA,CopepodDigested,NA,NA,NA,7,13,07/13/2020,DA,N,NA,?,NA,Y,NA,NA,Gut black,NA
HB1907,2,MWT1,34,Myctophidae,Notoscopelus sp.,To genus Yes - visually PEC,NA,N,8/26/2019,7538,44,NA,57,0.9948,0.0461,NA,N,Y,Y,Y,NA,CopepodDigested,NA,NA,NA,1,1,07/19/2020,IA,Y,0.0057,F,F-W-E,Y,See hard copy for notes on gonads,NA,"gut black, v small",NA
HB1907,2,MWT1,36,Myctophidae,Notoscopelus sp.,To genus Yes - visually PEC,NA,N,8/26/2019,7540,48,NA,62,1.3863,0.0715,NA,N,Y,Y,Y,NA,Chaetognatha,NA,NA,NA,2,14,06/24/2020,IA,N,NA,?,NA,Y,NA,"possibly male, thin section of what could be gonad found along gut- not removed- SG",gut black,NA
HB1907,2,MWT1,36,Myctophidae,Notoscopelus sp.,To genus Yes - visually PEC,NA,N,8/26/2019,7540,48,NA,62,1.3863,0.0715,NA,N,Y,Y,Y,NA,Calanoid,NA,NA,NA,5,14,06/24/2020,IA,N,NA,?,NA,Y,NA,"possibly male, thin section of what could be gonad found along gut- not removed- SG",gut black,NA
HB1907,2,MWT1,36,Myctophidae,Notoscopelus sp.,To genus Yes - visually PEC,NA,N,8/26/2019,7540,48,NA,62,1.3863,0.0715,NA,N,Y,Y,Y,NA,Pleuromamma,NA,NA,NA,2,14,06/24/2020,IA,N,NA,?,NA,Y,NA,"possibly male, thin section of what could be gonad found along gut- not removed- SG",gut black,NA
HB1907,2,MWT1,36,Myctophidae,Notoscopelus sp.,To genus Yes - visually PEC,NA,N,8/26/2019,7540,48,NA,62,1.3863,0.0715,NA,N,Y,Y,Y,NA,Rhincalanus,NA,NA,NA,1,14,06/24/2020,IA,N,NA,?,NA,Y,NA,"possibly male, thin section of what could be gonad found along gut- not removed- SG",gut black,NA
HB1907,2,MWT1,36,Myctophidae,Notoscopelus sp.,To genus Yes - visually PEC,NA,N,8/26/2019,7540,48,NA,62,1.3863,0.0715,NA,N,Y,Y,Y,NA,Euphausidacea,NA,NA,NA,1,14,06/24/2020,IA,N,NA,?,NA,Y,NA,"possibly male, thin section of what could be gonad found along gut- not removed- SG",gut black,NA
HB1907,2,MWT1,36,Myctophidae,Notoscopelus sp.,To genus Yes - visually PEC,NA,N,8/26/2019,7540,48,NA,62,1.3863,0.0715,NA,N,Y,Y,Y,NA,Hyperiidea,NA,NA,NA,2,14,06/24/2020,IA,N,NA,?,NA,Y,NA,"possibly male, thin section of what could be gonad found along gut- not removed- SG",gut black,NA
HB1907,2,MWT1,36,Myctophidae,Notoscopelus sp.,To genus Yes - visually PEC,NA,N,8/26/2019,7540,48,NA,62,1.3863,0.0715,NA,N,Y,Y,Y,NA,Megacalanus,NA,NA,NA,1,14,06/24/2020,IA,N,NA,?,NA,Y,NA,"possibly male, thin section of what could be gonad found along gut- not removed- SG",gut black,NA
HB1907,2,MWT1,38,Myctophidae,Notoscopelus sp.,To genus Yes - visually PEC,NA,N,8/26/2019,7542,41,NA,53,0.9229,0.0563,NA,N,Y,Y,Y,NA,Calanoid,NA,NA,NA,1,7,07/14/2020,IA,N,NA,?,NA,Y,See hard copy for notes on gonads,NA,gut black,NA
HB1907,2,MWT1,38,Myctophidae,Notoscopelus sp.,To genus Yes - visually PEC,NA,N,8/26/2019,7542,41,NA,53,0.9229,0.0563,NA,N,Y,Y,Y,NA,CopepodDigested,NA,NA,NA,4,7,07/14/2020,IA,N,NA,?,NA,Y,See hard copy for notes on gonads,NA,gut black,NA
HB1907,2,MWT1,38,Myctophidae,Notoscopelus sp.,To genus Yes - visually PEC,NA,N,8/26/2019,7542,41,NA,53,0.9229,0.0563,NA,N,Y,Y,Y,NA,Corycaeidae,NA,NA,NA,1,7,07/14/2020,IA,N,NA,?,NA,Y,See hard copy for notes on gonads,NA,gut black,NA
HB1907,2,MWT1,38,Myctophidae,Notoscopelus sp.,To genus Yes - visually PEC,NA,N,8/26/2019,7542,41,NA,53,0.9229,0.0563,NA,N,Y,Y,Y,NA,Decopod,NA,NA,NA,1,7,07/14/2020,IA,N,NA,?,NA,Y,See hard copy for notes on gonads,NA,gut black,NA
HB1907,2,MWT1,40,Myctophidae,Notoscopelus sp.,To genus Yes - visually PEC,NA,N,8/27/2019,7544,51,NA,64,1.2967,0.0464,NA,N,Y,Y,Y,NA,CopepodDigested,NA,NA,NA,1,1,06/24/2020,DA,Y,0.0311,F,F-W-E,Y,See hard copy for notes on gonads,NA,gut black,NA
HB1907,2,MWT1,42,Myctophidae,Notoscopelus sp.,To genus Yes - visually PEC,NA,N,8/27/2019,7546,45,NA,55,0.8375,0.0568,NA,N,Y,Y,Y,NA,Euphausidacea,NA,NA,NA,1,3,06/24/2020,IA,Y,0.0166,F,F-W-E,Y,NA,NA,gut black,NA
HB1907,2,MWT1,42,Myctophidae,Notoscopelus sp.,To genus Yes - visually PEC,NA,N,8/27/2019,7546,45,NA,55,0.8375,0.0568,NA,N,Y,Y,Y,NA,Candacia,NA,NA,NA,2,3,06/24/2020,IA,Y,0.0166,F,F-W-E,Y,NA,NA,gut black,NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,NA,Pteropod,NA,NA,NA,3,11,07/09/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,NA,Calanoid,NA,NA,NA,1,11,07/09/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,NA,Cavolinioidea,NA,NA,NA,1,11,07/09/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,NA,CopepodDigested,NA,NA,NA,1,11,07/09/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,NA,Hyperiidea,NA,NA,NA,2,11,07/09/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,NA,Euphausidacea,NA,NA,NA,1,11,07/09/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,NA,Decopod,NA,NA,NA,2,11,07/09/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,50,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/28/2019,7558,37,NA,48,2.2319,0.272,NA,N,Y,Y,Y,NA,Euphausidacea,NA,NA,NA,3,5,07/20/2020,?,Y,0.008,F?,F-W-E,Y,Immature female? Could only find one lobe of gonad. Haven't found swimbladders in these hatchets yet.,NA,"foregut sphincter black, quickly fades into white, appears v full, copepod parasite, v small and red",NA
HB1907,2,MWT4,50,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/28/2019,7558,37,NA,48,2.2319,0.272,NA,N,Y,Y,Y,NA,Hyperiidea,NA,NA,NA,2,5,07/20/2020,?,Y,0.008,F?,F-W-E,Y,Immature female? Could only find one lobe of gonad. Haven't found swimbladders in these hatchets yet.,NA,"foregut sphincter black, quickly fades into white, appears v full, copepod parasite, v small and red",NA
HB1907,2,MWT5,51,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,8/28/2019,7559,151,NA,172,11.4235,0.4252,NA,N,Y,Y,Y,NA,UnknownSoft,NA,NA,NA,4,6,06/23/2020,NA,Y,0.0477,M,F-W-E,Y,"Body and jaw damaged, gut split in half, all parts saved in etoh.",NA,"gut broken open during dissetion, gut black, phychii clear/white",NA
