Cruise,Station,gear_tow,Fish_num,FishFamily,FishSpecies,ID_confirmation,GeneticID,Flash_frozen,DissectionDate_MMDDYYYY,Photo_ID,SL_mm,FL_mm,TL_mm,Wt_g,TGW_g,EGW_g,Gut_MB,Gut_V.ID,SIA,FishBarcoding,Prey_Num,Spp_LowestTaxon,Obs_Length,Magnification,Actual_Length_mm,TotalNumPrey,TotalPrey_gut,Gut MorphID_date_MMDDYYYY,Swim_Bladder,Gonads,Gonad_wt(g),Sex,Gonad_preservative,Head,Comments,Comments_postDissection,Gut_comments,Prey_Comments
HB1907,3,MWT9,135,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7715-16,51,NA,NA,2.4451,0.164,NA,N,Y,Y,Y,NA,CopepodDigested,NA,NA,NA,2,7,07/06/2020,IA,N,NA,NA,NA,Y,NA,gonad in vial for Lyndsey,"gut black, very digested copepods",NA
HB1907,2,MWT3,141,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7722,49,NA,NA,2.1309,0.126,NA,N,Y,Y,N,NA,Pleuromamma,NA,NA,NA,1,7,07/13/2020,N,N,NA,M,NA,Y,NA,NA,"gut black, internal label added",NA
HB1907,2,MWT3,141,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7722,49,NA,NA,2.1309,0.126,NA,N,Y,Y,N,NA,CopepodDigested,NA,NA,NA,3,7,07/13/2020,N,N,NA,M,NA,Y,NA,NA,"gut black, internal label added",NA
HB1907,2,MWT3,141,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7722,49,NA,NA,2.1309,0.126,NA,N,Y,Y,N,NA,Calanoid,NA,NA,NA,3,7,07/13/2020,N,N,NA,M,NA,Y,NA,NA,"gut black, internal label added",NA
HB1907,2,MWT3,143,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7724-25,45,NA,NA,1.673,NA,NA,N,Y,Y,N,NA,AmphipodDigested,NA,NA,NA,1,23,07/06/2020,N,N,NA,?,NA,Y,"Didn't keep body, used most of the tissue for SIA.",NA,gut black,NA
HB1907,2,MWT3,143,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7724-25,45,NA,NA,1.673,NA,NA,N,Y,Y,N,NA,Calanoid,NA,NA,NA,3,23,07/06/2020,N,N,NA,?,NA,Y,"Didn't keep body, used most of the tissue for SIA.",NA,gut black,NA
HB1907,2,MWT3,143,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7724-25,45,NA,NA,1.673,NA,NA,N,Y,Y,N,NA,CopepodDigested,NA,NA,NA,13,23,07/06/2020,N,N,NA,?,NA,Y,"Didn't keep body, used most of the tissue for SIA.",NA,gut black,NA
HB1907,2,MWT3,143,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7724-25,45,NA,NA,1.673,NA,NA,N,Y,Y,N,NA,Calanus,NA,NA,NA,3,23,07/06/2020,N,N,NA,?,NA,Y,"Didn't keep body, used most of the tissue for SIA.",NA,gut black,NA
HB1907,2,MWT3,143,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7724-25,45,NA,NA,1.673,NA,NA,N,Y,Y,N,NA,Candacia,NA,NA,NA,2,23,07/06/2020,N,N,NA,?,NA,Y,"Didn't keep body, used most of the tissue for SIA.",NA,gut black,NA
HB1907,2,MWT3,143,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7724-25,45,NA,NA,1.673,NA,NA,N,Y,Y,N,NA,Hyperiidea,NA,NA,NA,1,23,07/06/2020,N,N,NA,?,NA,Y,"Didn't keep body, used most of the tissue for SIA.",NA,gut black,NA
HB1907,2,MWT3,144,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7726-27,48,NA,NA,2.007,NA,NA,N,Y,Y,N,NA,UnknownSoft,NA,NA,NA,1,18,07/06/2020,N,N,NA,M,NA,Y,NA,NA,"gut black, internal label mised, added to vial.",NA
HB1907,2,MWT3,144,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7726-27,48,NA,NA,2.007,NA,NA,N,Y,Y,N,NA,Calanoid,NA,NA,NA,6,18,07/06/2020,N,N,NA,M,NA,Y,NA,NA,"gut black, internal label mised, added to vial.",NA
HB1907,2,MWT3,144,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7726-27,48,NA,NA,2.007,NA,NA,N,Y,Y,N,NA,CopepodDigested,NA,NA,NA,10,18,07/06/2020,N,N,NA,M,NA,Y,NA,NA,"gut black, internal label mised, added to vial.",NA
HB1907,2,MWT3,144,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7726-27,48,NA,NA,2.007,NA,NA,N,Y,Y,N,NA,Temora_stylifera,NA,NA,NA,1,18,07/06/2020,N,N,NA,M,NA,Y,NA,NA,"gut black, internal label mised, added to vial.",NA
HB1907,2,MWT6,162,Stomiidae,Chauliodus sloani,Yes - visually PEC,NA,Y,6/9/2020,7921-22,124,NA,NA,5.1,0.16,NA,N,Y,Y,N,NA,Empty,NA,NA,NA,0,0,06/25/2020,NA,Y,NA,F,NA,Y,Didn't seem like much in stomach that wasn't digested but kept anyway. Lots of eggs. Didn't keep body.,NA,gut white/clear,NA
HB1907,2,MWT6,167,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,6/9/2020,7928,188,NA,NA,30.24,NA,NA,N,N,Y,N,NA,CopepodDigested,NA,NA,NA,1,2,06/26/2020,NA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,2,MWT6,167,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,6/9/2020,7928,188,NA,NA,30.24,NA,NA,N,N,Y,N,NA,UnknownSoft,NA,NA,NA,1,2,06/26/2020,NA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,2,MWT6,168,Serrivomeridae,Serrivomer beanii,Yes - visually PEC,NA,Y,6/9/2020,7930,NA,NA,319,3.62,~0.1,NA,N,Y,Y,N,NA,Empty,NA,NA,NA,0,0,06/29/2020,NA,N,NA,?,NA,Y,"I think a lot of fatty tissue in cavity (images 7934-35). Kept some tissue for barcoding if reqd, in with head. Quite an obvious extendable mouth/anterior stomach!",NA,"black gut, empty",NA
HB1907,2,MWT6,169,Serrivomeridae,Serrivomer beanii,Yes - visually PEC,NA,Y,6/9/2020,7931,NA,NA,347,4.26,~0.1,NA,N,Y,N,N,NA,Empty,NA,NA,NA,0,0,06/25/2020,NA,N,NA,?,NA,Y,"I think a lot of fatty tissue in cavity (images 7934-35). Kept some tissue for barcoding if reqd, in with head. Quite an obvious extendable mouth/anterior stomach!",NA,"gut black, long",NA
HB1907,2,MWT6,171,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,6/9/2020,7936,108,NA,NA,4.27,0.14,NA,N,Y,Y,Y,NA,Hyperiidea,NA,NA,NA,1,2,07/01/2020,NA,Y,~0.15,?,NA,Y,Didn't keep body.,NA,"but black, vial orange; from prey. hyperiid obvious, but number not clear, too digested. but bust open invial. 1 worm parasite inside gut i thinnk but can't be sure due to  gut being open. ",NA
HB1907,2,MWT6,171,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,6/9/2020,7936,108,NA,NA,4.27,0.14,NA,N,Y,Y,Y,NA,Calanoid,NA,NA,NA,1,2,07/01/2020,NA,Y,~0.15,?,NA,Y,Didn't keep body.,NA,"but black, vial orange; from prey. hyperiid obvious, but number not clear, too digested. but bust open invial. 1 worm parasite inside gut i thinnk but can't be sure due to  gut being open. ",NA
HB1907,2,MWT6,173,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,6/9/2020,7938,38,NA,NA,2.1,0.3,NA,N,Y,Y,N,NA,Calanoid,NA,NA,NA,2,13,06/29/2020,NA,Y,~0.1,imm,NA,Y,"I realize small fish, but kept gonads and gut anyway.",NA,"gut full, black at 1st sphincter, but speckles to white quickly",NA
HB1907,2,MWT6,173,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,6/9/2020,7938,38,NA,NA,2.1,0.3,NA,N,Y,Y,N,NA,CopepodDigested,NA,NA,NA,2,13,06/29/2020,NA,Y,~0.1,imm,NA,Y,"I realize small fish, but kept gonads and gut anyway.",NA,"gut full, black at 1st sphincter, but speckles to white quickly",NA
HB1907,2,MWT6,173,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,6/9/2020,7938,38,NA,NA,2.1,0.3,NA,N,Y,Y,N,NA,Euphausidacea,NA,NA,NA,1,13,06/29/2020,NA,Y,~0.1,imm,NA,Y,"I realize small fish, but kept gonads and gut anyway.",NA,"gut full, black at 1st sphincter, but speckles to white quickly",NA
HB1907,2,MWT6,173,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,6/9/2020,7938,38,NA,NA,2.1,0.3,NA,N,Y,Y,N,NA,Pteropod,NA,NA,NA,5,13,06/29/2020,NA,Y,~0.1,imm,NA,Y,"I realize small fish, but kept gonads and gut anyway.",NA,"gut full, black at 1st sphincter, but speckles to white quickly",NA
HB1907,2,MWT6,173,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,6/9/2020,7938,38,NA,NA,2.1,0.3,NA,N,Y,Y,N,NA,Hyperiidea,NA,NA,NA,3,13,06/29/2020,NA,Y,~0.1,imm,NA,Y,"I realize small fish, but kept gonads and gut anyway.",NA,"gut full, black at 1st sphincter, but speckles to white quickly",NA
HB1907,2,MWT6,174,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,6/9/2020,7939,48,NA,59,3.93,0.4,NA,N,Y,Y,N,NA,CopepodDigested,NA,NA,NA,4,23,06/29/2020,NA,Y,~0.15,NA,NA,Y,NA,NA,"gut black at 1st sphincter, then quickly speckles to white/clear. gut full of pteropods with different shell shapes represented ",NA
HB1907,2,MWT6,174,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,6/9/2020,7939,48,NA,59,3.93,0.4,NA,N,Y,Y,N,NA,Ostracod,NA,NA,NA,2,23,06/29/2020,NA,Y,~0.15,NA,NA,Y,NA,NA,"gut black at 1st sphincter, then quickly speckles to white/clear. gut full of pteropods with different shell shapes represented ",NA
HB1907,2,MWT6,174,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,6/9/2020,7939,48,NA,59,3.93,0.4,NA,N,Y,Y,N,NA,Pteropod,NA,NA,NA,11,23,06/29/2020,NA,Y,~0.15,NA,NA,Y,NA,NA,"gut black at 1st sphincter, then quickly speckles to white/clear. gut full of pteropods with different shell shapes represented ",NA
HB1907,2,MWT6,174,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,6/9/2020,7939,48,NA,59,3.93,0.4,NA,N,Y,Y,N,NA,Hyperiidea,NA,NA,NA,6,23,06/29/2020,NA,Y,~0.15,NA,NA,Y,NA,NA,"gut black at 1st sphincter, then quickly speckles to white/clear. gut full of pteropods with different shell shapes represented ",NA
HB1907,2,MWT6,175,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,6/9/2020,7940,49,NA,61,3.9,0.44,NA,N,Y,Y,N,NA,Cavolinioidea,NA,NA,NA,2,15,06/26/2020,NA,Y,~0.15,NA,NA,Y,NA,"but black at neck opening, but pigment diminished quickly, majority of gut not black",NA,"pteropod, Cavoliniodea, Clio pyramidata likely"
HB1907,2,MWT6,175,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,6/9/2020,7940,49,NA,61,3.9,0.44,NA,N,Y,Y,N,NA,Thalacea,NA,NA,NA,1,15,06/26/2020,NA,Y,~0.15,NA,NA,Y,NA,"but black at neck opening, but pigment diminished quickly, majority of gut not black",NA,NA
HB1907,2,MWT6,175,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,6/9/2020,7940,49,NA,61,3.9,0.44,NA,N,Y,Y,N,NA,Thalacea,5.8,0.8,7.25,NA,15,06/26/2020,NA,Y,~0.15,NA,NA,Y,NA,"but black at neck opening, but pigment diminished quickly, majority of gut not black",NA,salp test
HB1907,2,MWT6,175,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,6/9/2020,7940,49,NA,61,3.9,0.44,NA,N,Y,Y,N,NA,Hyperiidea,NA,NA,NA,5,15,06/26/2020,NA,Y,~0.15,NA,NA,Y,NA,"but black at neck opening, but pigment diminished quickly, majority of gut not black",NA,NA
HB1907,2,MWT6,175,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,6/9/2020,7940,49,NA,61,3.9,0.44,NA,N,Y,Y,N,NA,UnknownSoft,NA,NA,NA,3,15,06/26/2020,NA,Y,~0.15,NA,NA,Y,NA,"but black at neck opening, but pigment diminished quickly, majority of gut not black",NA,NA
HB1907,2,MWT6,175,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,6/9/2020,7940,49,NA,61,3.9,0.44,NA,N,Y,Y,N,NA,Calanus,NA,NA,NA,1,15,06/26/2020,NA,Y,~0.15,NA,NA,Y,NA,"but black at neck opening, but pigment diminished quickly, majority of gut not black",NA,NA
HB1907,2,MWT6,175,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,6/9/2020,7940,49,NA,61,3.9,0.44,NA,N,Y,Y,N,NA,Ostracod,NA,NA,NA,1,15,06/26/2020,NA,Y,~0.15,NA,NA,Y,NA,"but black at neck opening, but pigment diminished quickly, majority of gut not black",NA,NA
HB1907,2,MWT6,175,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,6/9/2020,7940,49,NA,61,3.9,0.44,NA,N,Y,Y,N,NA,Euphausidacea,NA,NA,NA,2,15,06/26/2020,NA,Y,~0.15,NA,NA,Y,NA,"but black at neck opening, but pigment diminished quickly, majority of gut not black",NA,NA
HB1907,2,MWT4,177,Stomiidae,Chauliodus sloani,Yes - visually PEC,NA,Y,6/11/2020,7942,138,NA,55,6.73,0.21,NA,N,Y,Y,N,NA,Empty,NA,NA,NA,0,0,06/26/2020,NA,Y,0.17,NA,NA,Y,Hard to separate fatty tissue from gonads. Body with head. Gut looked empty.,NA,"a lot of fatty tissue around gut, gut white clear",NA
HB1907,2,MWT4,178,Stomiidae,Chauliodus sloani,Yes - visually PEC,NA,Y,6/11/2020,7943,155,NA,NA,8.14,0.12,NA,N,Y,Y,N,NA,Empty,NA,NA,NA,0,0,06/26/2020,NA,Y,0.21,NA,NA,Y,"One gonad more developed, black stuff in gonad vial is skin which was hard to separate. Gut looked empty.",NA,gut clear/white,NA
HB1907,3,MOC8_1,204,Serrivomeridae,Serrivomer beanii,Yes - visually PEC,NA,Y,6/11/2020,7970,NA,NA,415,14.89,0.53,NA,N,N,Y,N,NA,Ostracod,NA,NA,NA,1,17,06/26/2020,No,N,NA,NA,NA,Y,Couldn't see obvious gonads.,specked gonad (?) in jar for LL. ,"all contents in front of gut, nothing in hindgut. gut black, large. fish scales in but, but unsure if they're from dissection or prey",NA
HB1907,3,MOC8_1,204,Serrivomeridae,Serrivomer beanii,Yes - visually PEC,NA,Y,6/11/2020,7970,NA,NA,415,14.89,0.53,NA,N,N,Y,N,NA,Calanoid,NA,NA,NA,15,17,06/26/2020,No,N,NA,NA,NA,Y,Couldn't see obvious gonads.,specked gonad (?) in jar for LL. ,"all contents in front of gut, nothing in hindgut. gut black, large. fish scales in but, but unsure if they're from dissection or prey",NA
HB1907,3,MOC8_1,204,Serrivomeridae,Serrivomer beanii,Yes - visually PEC,NA,Y,6/11/2020,7970,NA,NA,415,14.89,0.53,NA,N,N,Y,N,NA,Cyclopoid,NA,NA,NA,1,17,06/26/2020,No,N,NA,NA,NA,Y,Couldn't see obvious gonads.,specked gonad (?) in jar for LL. ,"all contents in front of gut, nothing in hindgut. gut black, large. fish scales in but, but unsure if they're from dissection or prey",NA
HB1907,2,MWT6,242,Stomiidae,Malacosteus niger,Yes - visually PEC,NA,Y,6/11/2020,8012,87,NA,91,4.13,0.12,NA,N,Y,Y,Y,NA,Euphausidacea,NA,NA,NA,1,2,06/29/2020,NA,Y,0.1,NA,NA,Y,"One gonad more developed, extends into tail. Body with head.",NA,gut black,NA
HB1907,2,MWT6,242,Stomiidae,Malacosteus niger,Yes - visually PEC,NA,Y,6/11/2020,8012,87,NA,91,4.13,0.12,NA,N,Y,Y,Y,NA,Paraeuchaeta,NA,NA,NA,1,2,06/29/2020,NA,Y,0.1,NA,NA,Y,"One gonad more developed, extends into tail. Body with head.",NA,gut black,Calanoid
HB1907,3,MWT9,267,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,6/15/2020,8054,49,NA,56,2.19,0.15,NA,N,Y,Y,N,NA,Calanoid,NA,NA,NA,1,11,06/29/2020,NA,N,NA,NA,NA,Y,"Nothing much to the gonads, didn't keep gonads or body.",NA,gut black,NA
HB1907,3,MWT9,267,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,6/15/2020,8054,49,NA,56,2.19,0.15,NA,N,Y,Y,N,NA,CopepodDigested,NA,NA,NA,4,11,06/29/2020,NA,N,NA,NA,NA,Y,"Nothing much to the gonads, didn't keep gonads or body.",NA,gut black,NA
HB1907,3,MWT9,267,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,6/15/2020,8054,49,NA,56,2.19,0.15,NA,N,Y,Y,N,NA,Pleuromamma,NA,NA,NA,1,11,06/29/2020,NA,N,NA,NA,NA,Y,"Nothing much to the gonads, didn't keep gonads or body.",NA,gut black,NA
HB1907,3,MWT9,267,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,6/15/2020,8054,49,NA,56,2.19,0.15,NA,N,Y,Y,N,NA,Candacia,NA,NA,NA,4,11,06/29/2020,NA,N,NA,NA,NA,Y,"Nothing much to the gonads, didn't keep gonads or body.",NA,gut black,NA
HB1907,3,MWT9,267,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,6/15/2020,8054,49,NA,56,2.19,0.15,NA,N,Y,Y,N,NA,Cyclopoid,NA,NA,NA,1,11,06/29/2020,NA,N,NA,NA,NA,Y,"Nothing much to the gonads, didn't keep gonads or body.",NA,gut black,NA
HB1907,3,MWT9,268,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,6/15/2020,855-56,50,NA,58,2.06,0.2,NA,N,Y,Y,N,NA,Osteichthyes,NA,NA,NA,1,37,06/29/2020,NA,N,NA,NA,NA,Y,NA,NA,"gut black, non-organic matter in foregut, green/blue/orange; red tissue(?) in vial. previous vial also had red material, lab contaminant?",NA
HB1907,3,MWT9,268,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,6/15/2020,855-56,50,NA,58,2.06,0.2,NA,N,Y,Y,N,NA,Calanoid,NA,NA,NA,13,37,06/29/2020,NA,N,NA,NA,NA,Y,NA,NA,"gut black, non-organic matter in foregut, green/blue/orange; red tissue(?) in vial. previous vial also had red material, lab contaminant?",NA
HB1907,3,MWT9,268,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,6/15/2020,855-56,50,NA,58,2.06,0.2,NA,N,Y,Y,N,NA,Candacia,NA,NA,NA,6,37,06/29/2020,NA,N,NA,NA,NA,Y,NA,NA,"gut black, non-organic matter in foregut, green/blue/orange; red tissue(?) in vial. previous vial also had red material, lab contaminant?",NA
HB1907,3,MWT9,268,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,6/15/2020,855-56,50,NA,58,2.06,0.2,NA,N,Y,Y,N,NA,Pleuromamma,NA,NA,NA,1,37,06/29/2020,NA,N,NA,NA,NA,Y,NA,NA,"gut black, non-organic matter in foregut, green/blue/orange; red tissue(?) in vial. previous vial also had red material, lab contaminant?",NA
HB1907,3,MWT9,268,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,6/15/2020,855-56,50,NA,58,2.06,0.2,NA,N,Y,Y,N,NA,Calanus,NA,NA,NA,2,37,06/29/2020,NA,N,NA,NA,NA,Y,NA,NA,"gut black, non-organic matter in foregut, green/blue/orange; red tissue(?) in vial. previous vial also had red material, lab contaminant?",NA
HB1907,3,MWT9,268,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,6/15/2020,855-56,50,NA,58,2.06,0.2,NA,N,Y,Y,N,NA,Aetidae,NA,NA,NA,4,37,06/29/2020,NA,N,NA,NA,NA,Y,NA,NA,"gut black, non-organic matter in foregut, green/blue/orange; red tissue(?) in vial. previous vial also had red material, lab contaminant?",NA
HB1907,3,MWT9,268,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,6/15/2020,855-56,50,NA,58,2.06,0.2,NA,N,Y,Y,N,NA,CopepodDigested,NA,NA,NA,8,37,06/29/2020,NA,N,NA,NA,NA,Y,NA,NA,"gut black, non-organic matter in foregut, green/blue/orange; red tissue(?) in vial. previous vial also had red material, lab contaminant?",NA
HB1907,3,MWT9,268,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,6/15/2020,855-56,50,NA,58,2.06,0.2,NA,N,Y,Y,N,NA,Cyclopoid,NA,NA,NA,1,37,06/29/2020,NA,N,NA,NA,NA,Y,NA,NA,"gut black, non-organic matter in foregut, green/blue/orange; red tissue(?) in vial. previous vial also had red material, lab contaminant?",NA
HB1907,3,MWT9,268,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,6/15/2020,855-56,50,NA,58,2.06,0.2,NA,N,Y,Y,N,NA,Euphausidacea,NA,NA,NA,1,37,06/29/2020,NA,N,NA,NA,NA,Y,NA,NA,"gut black, non-organic matter in foregut, green/blue/orange; red tissue(?) in vial. previous vial also had red material, lab contaminant?",NA
HB1907,2,MWT3,290,Serrivomeridae,Serrivomer beanii,Yes - visually PEC,NA,Y,6/15/2020,8086-87,NA,NA,515,28.73,0.51,NA,N,Y,Y,Y,NA,Empty,NA,NA,NA,0,0,07/01/2020,NA,Y,0.36,NA,NA,Y,Not sure I got all the gonads.,NA,Gut black and in several pieces in jar. ,NA
HB1907,2,MWT5,291,Stomiidae,Chauliodus sloani,Yes - visually PEC,NA,Y,6/15/2020,8088,166,NA,NA,9.86,0.22,NA,N,Y,Y,N,NA,Empty,NA,NA,NA,0,0,07/01/2020,NA,Y,0.22,NA,NA,Y,Didn't keep body. Didn't look like much in gut.,NA,Gut white/clear,NA
HB1907,2,MWT1,350,Bathylagidae,Bathylagichthys greyae,Yes - visually PEC,NA,Y,6/16/2020,8126,121,NA,NA,18.57,0.6,NA,N,Y,N,Y,NA,UnknownSoft,NA,NA,NA,11,14,06/26/2020,NA,Y,0.34,F,E,Y,Dorsal rays 12,NA,"gut black with rearfacing ""teeth"" shaped lobes on inside of gut, see hardcopy for drawing.",NA
HB1907,2,MWT1,350,Bathylagidae,Bathylagichthys greyae,Yes - visually PEC,NA,Y,6/16/2020,8126,121,NA,NA,18.57,0.6,NA,N,Y,N,Y,NA,Chaetognatha,NA,NA,NA,1,14,06/26/2020,NA,Y,0.34,F,E,Y,Dorsal rays 12,NA,"gut black with rearfacing ""teeth"" shaped lobes on inside of gut, see hardcopy for drawing.",NA
HB1907,2,MWT1,350,Bathylagidae,Bathylagichthys greyae,Yes - visually PEC,NA,Y,6/16/2020,8126,121,NA,NA,18.57,0.6,NA,N,Y,N,Y,NA,Pleuromamma,NA,NA,NA,2,14,06/26/2020,NA,Y,0.34,F,E,Y,Dorsal rays 12,NA,"gut black with rearfacing ""teeth"" shaped lobes on inside of gut, see hardcopy for drawing.",NA
HB1907,2,MWT1,360,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,NA,Y,6/16/2020,8139-8142,67,NA,83,4.01,0.26,NA,N,Y,Y,Y,NA,Ostracod,NA,NA,NA,1,7,06/25/2020,NA,Y,0.16,NA,NA,Y,"Counted 14 gill rakers, plus luminous scales, confident on ID.",NA,"A lot of highly digested material, unable to identify parts, gut black",NA
HB1907,2,MWT1,360,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,NA,Y,6/16/2020,8139-8142,67,NA,83,4.01,0.26,NA,N,Y,Y,Y,NA,Hyperiidea,NA,NA,NA,3,7,06/25/2020,NA,Y,0.16,NA,NA,Y,"Counted 14 gill rakers, plus luminous scales, confident on ID.",NA,"A lot of highly digested material, unable to identify parts, gut black",NA
HB1907,2,MWT1,360,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,NA,Y,6/16/2020,8139-8142,67,NA,83,4.01,0.26,NA,N,Y,Y,Y,NA,Euphausidacea,NA,NA,NA,1,7,06/25/2020,NA,Y,0.16,NA,NA,Y,"Counted 14 gill rakers, plus luminous scales, confident on ID.",NA,"A lot of highly digested material, unable to identify parts, gut black",NA
HB1907,2,MWT1,360,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,NA,Y,6/16/2020,8139-8142,67,NA,83,4.01,0.26,NA,N,Y,Y,Y,NA,UnknownSoft,NA,NA,NA,2,7,06/25/2020,NA,Y,0.16,NA,NA,Y,"Counted 14 gill rakers, plus luminous scales, confident on ID.",NA,"A lot of highly digested material, unable to identify parts, gut black",NA
HB1907,3,MWT9,387,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,6/16/2020,8169,176,NA,NA,19.08,0.46,NA,N,Y,Y,N,NA,UnknownSoft,NA,NA,NA,1,1,06/25/2020,NA,Y,0.16,NA,NA,Y,NA,worm parasite found on outside of gut,"gut black, very fatty/oily",NA
HB1907,2,MWT3,388,Serrivomeridae,Serrivomer beanii,Yes - visually PEC,NA,Y,6/16/2020,8170,NA,NA,372,7.54,0.17,NA,N,Y,Y,N,NA,Empty,NA,NA,NA,0,0,06/29/2020,NA,Y,0.01,NA,NA,N,NA,NA,"gut black, empty",NA
